Comment,Rating
renovierung restaurant wesentlich heller freundlich gediegen pizzaria chick alt publikum kulinarisch qualitäten gleich bleiben,3
gut restaurant fleisch gut würzen toilette sauber völlig preiswert romantisch angenehm atmosphäre erstmal probieren weit ansonsten kommen sicher gern lohnen,4
billig preiswert gut fleisch gut pommes dezent kellner angenehm raum ruhig gedämpft licht vielleicht gut kroat berlin geben gut freu rückmeldung korrektur jan preis werden erhöht weizenbier qualität nachgelassen pola pola schmecken aufgewärmen stern abzug,3
fühlen immer willkommen essen finden super lecker geben klein aussenbereich einrichtung modern allerdings gemütlich privatsphär tisch abtrennen schon paar mal immer zufrieden,5
restaurant google entdecken weit hotel entfernen essen gut bedienung freundlich,5
gut kroatisch essen top saftig zart fleisch preis leistung passen mega scharf zwiebeln beilage,5
nett lokal lecker essen natürlich schon fleischlastig einfach gut empfehlenswert,4
klassischkulinarischer geheim tipp carnivore warum marian grill geil fleischhauf ja bedeuten haben fünf sechs sieben acht zehn stück fleisch teller außerdem total flexibel einzeln stück austauschen gleichwertig aufpreis weit fleischstücke teller bekommen totaler fleisch wahnsinn erwarten fleischqualität gut krasser sehnen saftig aromatisch grill natürlich vereinzelt geiler fleisch teller haben nie menge preis halten klassisch griech hauptgericht geben salat echt hausmannskost essen immer frisch labberig blätter verfaulen stellen manchmal inklusivleistung schmecken abschließend sein eiskart erwähn echt geil eisbecher irgendwie schweregefühl hauptgang passen danach rollen laden glücklich getränk bestellen geben rechnung absacker klein schnaps hausmark süß pflaumenschnaps name mehr wirklich erinnern bedienung ausnahmslos herren übrigens professionell freundlich gewiß ernsthaftigkeit geil aufmerksam schnell service marjan grill top kroatisch restaurant symbol gut alt berlin amerikanisch instant bude übertrieben fancy new york london paris preis klebrig vinyl plastikpalmen neonlicht bude richtig klassisch stube,4
gehen immer mal geben gut auswahl lecker frisch reichhaltig meist nehmen gleich immer leber essen leber immer bemüht aufmerksam,4
tun leid mehr unterer mittelfeld leider personal freundlich sonderwünsche problemlos umsetzen werden trotzdem stern,3
marjan grill gut name sagen grill fleisch richtig tempel vegetarier essen gut reichlich gut qualität preisniveaus völlig ordnung laden mal renovierung vertragen denken genau vieler mensch mögen halt halt holz gerade hell manko geben allerdings pech kellner trinken gläser leer kümmern schade zweiter anlauf wagen alleine wegen essen,4
marjan grill geben wirklich schon ewig zumindest soweit zurück erinnern bekommen rustikal atmosphäre raznjic cevapcici schweinekotelett schweineleber schweinereie bahn häufig befahren strecke berlin langsam geschwindigkeit drosseln bahnhof bellevue einlaufen publikum bestehen vornehmlich anwohnern alternd hansa viertels jung mensch schon mal fehl platz vorkommen persönlich liebe ja fleisch tun gegrillt fleisch gebraten fleisch fleisch spieß fleisch -- -- rocks marjan grillplatte bisschen reis bohnen krautsalat dos paar trocken pommes helfen kaum bei schlucken kräftig getränke nachbestellen runter bekommen essen fühlen bisschen wohl anakonda genuss unzerkaut wasserschweines fühlen dürfen satt,2
gerade politisch korrekt laden fleisch ende eingemacht salate hey kalt herbsttag sicher schlecht fleisch saftig holzkohlengrill zwiebeln scharf hölle schnaps geben hinterher haus kellner schaffen darauf achter klotür ganz abend halb offen stehen wär perfekt,4
einfach unschlagbar kategorie frisch saftig fleisch fleischplatn kennen jugoslawisch restaurants riesen fleischberg trocken reis schön saftig steak unterschiedlich größe top gegrillt ambient ordnung wirken dunkel nett kellner geräumig schnell bedienung preis leistung ebenfalls super,5
fleisch fleisch nochmals fleisch lecker gut preis leistung verhältnis einrichtung zeitreise garantie alt west berlin kellner schnell freundlich kurz top tipp mal deftig,4
winterzeit probier mutig lokalität normalerweise groß bogen machen marjan grill liegen nunmal direkt bahn bogen bahnhof bellevue einfach mal testen gardinenverhangen fenster kaum licht schaffen dauergewellte mittfünfziger einsam futschi trinker mensch einfach fleisch rau gegrillt menge schnörkel gemüse iiiih nehmse dit jrüne cevapcici ja reduziert ursprünglich angeboten menge acht stück licht moment vier hausherr bestellt zigeuner platte werden enttäuschen bekommen erwartet riesig fleischberg pommes obligatorisch flasche ketchup scharf zwiebeln cevapcici rollen klek reis natürlich pommes glücklicherweise stunde hart lauftraining hungrig eigentlich gemüsefan verschmähe fettig triefend pommes schaufelen essen hinein vergnügen daran finden krönen ordentlich ketchup cevapcici finden langweilig irgendwie fehlen aufregend gewürz leeren daher fast scharf zwiebeln darüber wenigstens gewiß schärfekick herauszukitzeln daneben gekleckst reis trocken megalangweilig eigentlich eher art füllmasse fleischmenge wirklich brauchen haben fazit mal fleisch gehen lieber taverna amphipolis besprechen schmecken deutlich gut größe portionen ebenfalls männertauglich,2
marjan grill absolut bank gegend finden gut deftig küche gemütlich atmosphäre portionen äußerst großzügig teller regel voll fleisch somit garantie satt bedienung flott professionell küche arbeiten schnell sodass nie lange warten marjan grill empfehlen weder bei essen bei ambiente notwendigerweise hippes schick brauchen,4
gut fleischgericht gut personal service prei leistung ok gut jugoslawisch restaurant berlin,4
sitzen schön garten terrasse blick bahngleise tiergarten bahnhof bellevue gleich ecke bei fleisch geschmack fehlen sonderlich würzen hause gut marinieren geben art salsa nachwürz tisch bestehen gehackten zwiebeln chili pommes reisbeilagen besonderer salat besonderer fleisch vornehmlich schwein günstig fleisch wer schweinefleisch mögen groß portion wohl richtig besonderer geschmackerlebniss bleiben bezahlen dritt getränk eur,3
beitrag mal einzeln kategorie einteilen denken restaurant groß schwankung geben essen punkt punkt stimmen lecker fleischsorten gut reis symbolisch flamme zwiebel bedienung punkt gut nett bedienung jedoch halb punkt abziehen essen minute spät kommen kellner versuchen gut ambient lage punkt punkt sein hart ja zwei minute bahn kopf fahren jedoch einrichtung veraltern außenbereich sehen toll lage naja halt sauberkeit punkt punkt toiletten sauber schlecht feststellen insgesamt punkt punkn wohl nochmal hingehen,4
freundlich bedienung bringen grün terrasse südlich bahn trasse grillteller prima super okay rindfleisch sagen beilagensalat toll sauer eingelegt hingehen ganz ordnung gross hunger,2
mal trinken gehen durst durst schon mal restaurant verdursten dumm kellner angucken werden endlich bier bier warm ok dezember seeeehr kalt draußen deshalb müssen bier zimmertemperatur bringen kroatisch blick tischnachbarn essen freiwilliger verzechen selbig schnell warm bier bezahlen nix raus trinkgeld stinkstiefel nein nein nein warum müssen eigentlich qype immer punkt geben mal nullen dürfen ick häv sächt geh doa neech,1
marjan stehen grundlos ganz oben ranking geben freundlich bedienung leckern groß portionen groß auswahl probieren satarasch geben fleisch gemüse geschmacklich rund wirklich scharf oft finden leber grill knoblauch reichlich speckscheibe weder zäh angebrannen empfehlenswern,5
gut kroatisch küche hervorzuheben toll grillgeschmack holzkohle scharf zwiebeln name verdienen update lang zeit mal besuch kellner freundlich aufmerksam geschmack speisen meinung nachgelass portion scheinen klein werden trotzdem gut wahl,4
klasse kroatisch essen fair preis toll service schnell bestellung auslieferung vergehen gerade mal min kommen jahr her wen berlin total zufrieden,5
freund weiterepfohl gleich bahnbog rustikal ausstattung jahr normal freundlich personal gut kroatisch küche normal preis vieler gericht kart schnitzel preis leistung gepasst gerne stern fehlen,4
berlin besuch marjan grill pflicht freundlich bedienung leckere kroatisch spezialität holzkohlegrill fair preis wohlfühlen kommen gerne,5
seit lang mal berlin besuch marjan grill verändern gewohnt riesig portionen lecker grill klein preis mussen rest hund einpacken lassen eigentlich kultig location unter bahnbog besuchen findsen cool service schnell wenig herzlich insgesamt immer mal besuchen wert,4
lecker groß portionen mjam mjam marjjan,4
laden gut besuchen personal aussprechen freundlich ambiente gemütlich wenig altbacken nachvollziehen besucherandrang gut bewertung bezüglich essens portionen preis relativ groß gegrilltem schwein fleisch schon finden ziemlich geschmacklos grilln zb schnitzel evapii kommen frteuse pommes weit unterdurchschnittlich nichtmal gesalzen kartoffelgeschmack überhaupt kaum würzen gelten weich reis soße trocken fleisch geben dünn discounter gewürzketchup gemüse großteils tiefkühlkost salat überwiegend großmarktdos lieblos machen tun leid eindruck essen raststättenqualität,3
ambiente typisch jugosslave rumpelnde bahn jedermann geschmack portion groß massig fleisch einwandfrei lustlos bedienung feststellen abzüge note,4
nett personal gut portionen manchmal voll reservierung oft vorteil,4
essen echt beeindrücken leidenschaftlich fleischfan haben gewiss gut auswahl kroatisch küche wirklich tierisch vegetarier geben extrem wenig fleischgericht gerne esse laden ziemlich groß tisch sauber stühle bequem draußen geben genug sitzplätze ja eindeutig vorteil lage praktisch bahnhof tragen leider gemütlichkeit irgendwie finden restaurant schlecht besonders gut eindruck hinterlassen stern verdienen sicherlich mehr,3
grund empfehlung stern bestätigen endlich mal balkanrestaurant handwerk verstehen absolut lecker preislich ok geschmacklich stern service zuvorkommend freundlich bruder altersschnitt jahr knapp drücken seltsam stören vielleicht ja altenheim nähe gerade brannen mussen einquartieren,5
lecker essen nett schnell bedienung ambiente rustikal gutbürgerlich publikum nichtsdestotrotz zählen essen deswegen kommen immer gerne,5
hallo seit jahr schon stammgäsen bei marjan grill urteil heifisch bei gut wille nachvollziehen freund dorthin verschleppen bisher begeistert natürlich persönlich geschmackssache wahr sinn wortes gar frage vielleicht haben besucherin restaurant mal brille aufsetzen sollen haben nämlich sehen pommes triefen ausreichend gemüse servieren bestellen empfehlen speisekarte lesen geben meister gericht wohlschmeckend salatbeilage sogar extra schüsselchen appetitlich gemüse teller finden gewürz nie fehlen allzu deftig würze wohl meister gäste eher vertreiben anlocken reis beilage deshalb brei servieren wer natürlich beleuchtung speisesaal bevorzugt tatsächlich gemütlich kroate fehl platz umsonst geben ja sprichwort heißen nie mensch recht jedenfalls dick lob aussprechen gehen immer gerne kroate,5
gut kroat direkt bahnhof bellevue personal schnell aufmerksam speisekart vielfältig räumlichkeit groß räume feiern person preis ok gericht lecker reichhaltig geben wesentlich gericht klein portion gut mittagspause neben drei gasträum dunkel meistens balkanrestaurant geben garten,5
empfehlung mitbewohner mmmhh sagen essen schon lecker mussen ziemlich lang warten sowohl personal essen,3
gehen seit jahr immer wundervollre restaurantgut qualität gericht groß portionen angemessen preis super freundlich service stimmen einfach leider selten berlin deshalb voll punkt,5
schlecht rustikal,2
back to -- ehrlich gut balkankücheim jahr ambiente lecker schnick schnack dafür konsequent gut qualität jahr bitte geheimtip bleiben,5
gut kroatisch restaurant berlin fleisch schmecken lecker rauchig grill preis leistungsverhältnis super personal freundlich aufmerksam flink,5
äußerer eindruck täucht inneneinrichtung wirken gemütlich jahrzehnt stehengeblieben dunkel altbacken speisenangebot landestypisch portionen riesig personal flott nett stets gut besucht lokal empfehlung groß hunger,3
letzter wochenende draussen terrasse speisen na ausfall bahn ja gut jedenfalls gelegentlich zug stören restaurant liegen bahn bogen werben kroatisch küche erwarten geben gut hausmannskost deftig fleischgerichte fair preis vegetarier lokal definitiv völlig falsch platz qualität ordentlich allerdings freund zäh fleisch beschweren menge gross freund finden toll geben gäste klein portionen finden toll kellner freundlich gelungen sommerabend,4
aufgrund positiv wertung gerade marjan grill entäuscht werden lage restaurantes verkehrsgünstig unmittelbar ausgang bahn station bellevue liegen personal nett freundlich ambient rustikal gemütlich portionen reichlich schmeck vorallem preislich sehen geben mäckel fazit vorbehaltslos empfehlen,5
leckere küche sowohl kroatisch international bzw saisonal speise schmecken hervorragend schnell aufmerksam service typisch gemütlich jugo ambiente gehen schon seit vieler jahr weiterhin tun reservieren empfehlenswert immer gut besuchen,5
essen super kommen immer gerne essen allerdings bedienung mehr motivation zeigen,2
jahrelang lieblingsrestaurant speisen besonderer immer lecker reichhaltig fleisch pommes halbherzig kochen labbrig pommes trocken fleisch halbherzig übrigens personal bezeichnen leider bedienung küchenpersonal austauschen werden wohl teuer gut traurig anzusehen ehemals gut restaurant runtergewirtschaften,2
außen unscheinbar restaurant gut kroatisch gericht fleischgerichte bisherig besuch letzter monat immer qualitativ einwandfrei mitarbeiter aufmerksam gut job,4
tolles authentisch balkan gericht restaurant jahr kommen preis leistungsverhältnis geschmack top,5
riesig portion ziemlich original leckere fleisch grillteller,5
kroat adriatik grill innsbrucker platz seit lang mehr existieren suchen alternative qype finden marjan grill listen meist gut bewerten vergangen woche gemütlich restaurant gast finden viele bestätigen qypern lesen können megagroße fleisch portionen lecker salat vorab extra reichen vorzüglich fettig pommesfrit leider müssen enttäuscht feststellen heifisch kritik recht djuvetschreis verdienen name geschmacklos fad zerkocht gemüsereis djuwetsch kennen gaaaanz saftig paprika rot kräftig würzig einfach lecker üblicherweise bestellen bei kroate pommes immer ab nehmen stattdessen djuwetschreis marjan grill wirds wohl umgekehrt essen gehen preis leistungsverhältnis ordnung vier stern empfehlensweren edit inzwischen besseres kroatisch restaurant finden sorry sein kunde los,4
einfach immer gut deftig essen lust bekommen mehr genug davon menge nehmen immer klein portion schaffen trotzdem gerade mal hälfte wem peinlich speziell zwei mädel sollen fall essen teilen draussen hof sitzen anbieten wirklich warm sonnen kaum hinkommen voll punktzahl kroatien,5
cevapcici bestellen fleisch zäh schmeckt fad kommen wohl griertruhe direkt mikrowellen ansonsten üblich beilag ja jugoslawen gehen möchten natürlich fleisch essen wenig geld satt satt werden sodbrenne haben lieber verzichten,1
groß abstand gut restaurant nähe hansaplatz deftig essen möchten kroatisch spezialität immer bezahlbar dabei bekommen riesig portionen klein portion der jahr wechselen normal mensch gerade schaffen sommer klein terrasse draußen sitzen essen atmosphäre gehen einfach essen telefonisch bestellen abholen reichen normal portion locker zwei,5
gerade neu berliner finden lokal mitten bahn bogen urig witzig klar bahn hören ab rumpeln lokal ort wohl überraschen letzter monat mal ca franke gehen halt gefallen ggg verschieden tag uhrzeiten egal lokal voll langsam leert drinnen draußen sitzen können nie unfreundlich kellner ausmachen verschieden oft sehen ja mensch schon unterschiedlich laden voll sogar mal selber wunsch äußern kellner ständig tisch kommen frage unfreundlich empfinden kellner fragen speisen richtig koratisch aussprache werden immer gerne helfen bislang typisch grill teller halten warum gehen kroate besuch qualität speisen fleisch frisch punkt gegrillen leber schwein hacksteak verschieden kombination schmecken immer gut portionen mehr ausreichend jemand groß hunger klein grilltell favorit normal esser kaum hungrig zurücklass berg verschieden fleischsorten inkl beilag stimmen preisleistungsverhältnis probierten speisen pommes finden persönlich gut weniger dünn kross labberig reis können würzig lässen einfach abbestellen reis ohnehin fall salat unspektakulär persönlich gut finden gut angemacht essigöl attacke vieler lokal abkann gelten dafür gehen ja kroate salat essen abschluß geben immer gern gehören frage schnaps auf haus dürfen nachfrage geben vers sorte nah gehen gerne freuen nächster besuch bisher mitgenommen gäste begeistert,5
günstig liegen ambiente rustikal dunkel räumlich erfrischungskur mal gut tun essen geben meckern,4
früh mal gut inzwischen bedienung kanone seit jahr wochenende manchmal sogar zweimal fall mehr,1
groß portionen solid essen unmöglich bedienung,1
lecker nett bedienung immer gerne,5
gut bürgerlich küche nett bedienung merken seit jahr prof eingespielt team gern,4
kroatisch essen mögen ambiente naja essen super krachend voll flink bedienung fair preis,5
erst mal danken yelper haben toll restaurant finden vorne voll hinten gemütlich plätzche frei bedienung nett schnell speisekarte bringen ziemlich beeindruckend nie riesengroß auswahl vietnamesisch vegetarisch gericht sehen ganz ehrlich wahl fallen ziemlich schwer klassisch vietnamesisch frühlingsroll tofu pilzen tomat cashews entscheiden beide kommen leider gleichzeitig recht wer lieb vorspeis hauptspeise trennen essen einfach kurz sagen essen fantastisch frisch zubereitet toll würzen portionen mehr genug bei nächster berlinbesuch kart testen,5
chay viet vegetarisch vietnamesisch restaurant ausgezeichnet küche absolut zivil preis geben ausführlich speisekarte gericht kennen essen gut besonderer geschmack personal flink aufmerksam kommen,5
fur toll salat erdnüss nudeln rucola fur limettensaft rohrzucker lecker groß portion leider kahl einrichten lieblos ambiente nett bedienung aussen eher unscheinbar einladend lokal preisleistung dafur gut punken,3
gut vegetarisch restaurant berlin finden mischung pilze tofu gemüse reis nudeln einfach fantastisch vieler gericht vegan egal bestellen wunderbar schluss portionen groß satt,5
ja hierher dürfen kommen genug zeit geduld mitbringen stellen darauf stehen toll besuch mehr weg großartig frisch vietnamesisch essen achtung wer punkto schärfen empfindlich genau aufpassen bestellen vegetarisch auswahl verhältnismäßig groß sitz lieber draußen restaurant drinnen dunkel insgesamt jedenfalls groß empfehlung fan authentisch asiatisch essen,4
lohnen leck groß portionen preiswert bezüglich gammelfleisch bestehen absolut gefahr löblich unbedingt vorspeisen,4
erachtens mach gut restaurant je frisch zubereitet gericht veganvegetarisch schmecken wirklich wunderbar begeistert groß glück haus wohnen gerade dabei speisekarte probieren erwartung übertroff ries empfehlung kommen preis fair portione groß,5
gehen eigentlich recht gerne abwechslungsreich vegetarisch gemüse stören gerichte gut tofu tomaten großartig vietnamnesisch bibimbap beispielsweise lecker mitnehmen bestellen warten pech mal min schon zweiter mal passieren entschuldigung nachfrage beginn heißen immer minute dortessen recht ungemütlich draußen direkt brunnenstraße sitzen soo schön,3
liebster vietnamese berlin vegan lebend mensch einfach klein fest freundlich personal recht gut preis,5
vegetarisch restaurant gut bisher kennengelernen nett personal paar verständigungsschwierigkeit geben sein asiatisch restaurant echt asiat suppen hauptgerichte liebevoll zubereitet anrichten einzig manko einrichtung einrichtung schlecht haben klein wenig mehr asia deko wünschen sein bild komplett abgerunden daher sterne,4
mal vietnamese komplett vegetarisch trotzdem gerade darum gut obwohl vegetarier gehen gerne essen tipp suppe lecker schmecken natürlich bitte ambiente erwarten laden leider verweilen,4
kokossuppe einfach himmlisch tofu orang zwiebelnsonst irgendwas salat -- -- finden tofustreifen übermäßig heftig gebrat essen übelste magenschmerzen irgendwie gefühl unglücklich wahl vielfältig speisekarte chay viet toll sache bieten gefühl stimmen bei nächster besuch rausfinden fall stehen wiederkommen programm,4
tofu salat orangenfilet süßgeröstet zwiebeln treiben bewertung hoch vegetarisch wucht curry hingegen schmecken schonkost würze angehen kommen fall außerdem kaum mehr lauwarm tisch flur küche speiseraum ja aberwitzig lang müssten schon zeug legen temperaturverlust grenze halten bedienung allerdings ruhe schlurfen aufreizend langsamkeit herum wegen ausgesprochen freundlichkeit sehen gerne darüber hinweg,5
hallo sag vegan vegetarisch frisch zubereitet norvietnamesisch küche na gut sagen paar worte mehr verflucht lecker familie nguyen hungrig gäste riesenportion leckerst gericht verwöhnen frei farbstoffen glutamat genmanipuliert zutat gerne rest mitnehmen einpacjkt tatsächlich ausnahmslos veganvegetarisch küche geben trotzdem teuer gut mittagsangebot geben vorne voll hinten meist plätz frei,5
ziemlich eklig curry via foodora bekommen glutamat wenig gemüse tofu ungenießbar soße familienrezept naja frühlingsroll ganz ok besseres wohnen,2
uhrenmacher gegenüber kurz warten mittagspause davon laufen entscheiden kurzfristig bei vietnamese gegenüber essen eigentlich vorsichtig vietnamesisch thailändisch essen beider regel scharf curry kokuslastig reviews hören gut wag strömend regen draußen sitzen vordach irgendwie unangenehm restaurant hehen typisch geruch asiaimbissen ja zurück arbeit bestellen geben ausschließlich vegetarisch küche uhrmach schwärmen traditionell familienrezept gespannt nehmen pho cary enttäuschung schmecken wenigstens bisschen scharf sein völlig fad durchgegangen geschmackvoll zubereitet tofu schmecken tofu halt tun gemüse können mehr retten reisbandnudel sowieso fehlen einfach jeglicher geschmack schade um geld gästen scheinen jedenfalls schmecken vielleicht dafür einfach vegetarier,2
absolut geil essen nett service gut preis leistung verhältnis,5
komplett vegetarisch dafür unheimlich abwechslungsreich immer lecker kommen fleischesser geschmacklich voll kosten vermissen leider schwanken letzter zeit qualität service präsentation wenig scheinen stark aktuell andrang abzuhängen insgesamt immer empfehlenswern,4
essen total lecker service schrecklich letztens mussen mehr min essen warten bude voll wenig personal schaden,3
essen recht schmackhaft gesamt service egal wenig tun unaufmerksam wenig entgegenkommend lustlos wirklich mehr hinkommen drauf verzichten,3
pro essen frisch vegetarisch günstig contra atmosphäre einrichtung wirken recht ungemütlich haben speisen mehr geschmack wünschen jederzeit hingehen,3
super abwechslungsreich ganz toll gericht getränke toll selbstgemacht limos tees geben prenzlauer berg mitte gut vietnamese einrichtung halt bisschen einfach kühl eher mittags kollege wochenend lunch,4
hallo freund vegetarisch küche lokal app vebu aufmerksam werden werden enttäuscht zusammen omnivoren freund genossen abwechselungsreich raffiniert asiatisch küche schlciht ambiente essen stern ambiente personal sterne preis leistung sterne,5
liebe asiatisch essen wissen wann gelungene asia food fall vegetarier stören mal fleisch bzw tofu soja ersetzen solange schmecken sogar gerne räumlichkeiten gemütlich einladend kalt irgendwie verbessern service freundlich typisch asiatisch langsam entspannt nennen begleitung zwei absolut fleischliebhaber lassen schwer herzens abenteuer fast gericht finden verhassen tofu beide bekennen verzehr essen gut schmecken essen super würzen besonders frisch kräuter hit photo link farm preislich liegen hauptgericht euro vollkommen angemess auge geliebt limettensaft schmecken gut fam dang verschmerzen wer nebenan tarantino bar ta essen fragen bekommen wohl kart chay viet kellner tarantinos bar holen ab bringen cool lösung finden,4
lecker essen toll auswahl bisher aß schmecken einfach gut klein minuspunkt gibts service sobald laden füllen schwächelt nett trotzdem,4
restaurant gleich ecke entsprechend schon fast gericht durchprobiern lecker vegan vegetarisch immer top frisch mittags gibts menü portionen riesig,5
asiatisch restaurant rein vegetarisch speise laden vieler positiv qype empfehlung aufmerksam werden gehen seit berlin aufenthalt essen frisch lecker selten gut asiatisch gegegessen sicher vegetarier richtig finden absolut zufrieden,5
bedienung schnell kurz anbinden freundlich ambiente schön einrichten fühlen wohl essen mega lecker hauptgericht berlin selten gut gegess einzig alleine grüntee könneen ca minute unerträglich bitter gut schnell trinken fazit kommen,5
pro speisen gering preis vegetarier zufrieden bestellt gericht contra bedienung lahm lustlos bedienen schade gehen wirklich gut,3
begeistern allein duft tür rein kommen himmlisch mittagszeit freund vegetarierin begeistert fleischesser schon bisschen los bedienung flott freundlich gut natürlich essen freund kosten löffel wan tan suppe sagen sein gut je gegess vegan tofu gemüse zufrieden genuss reu groß portionen günstig preis haupgericht eur nett atmosphäre lassen weniger fünf stern kommen,5
lecker essen vegetarier fehlen fleisch überhaupt gericht tofu pilze verarbeiten bißfest gefühl geben eben gemüse essen vegetarier bitte steinigen preis besonders aufstrebend gegend günstig,5
essen enttäuschen curry familienrezept letztlich ziemlich zucchini aubergin brokolie paprika wenig reis kokossoß besonderer würze familienrezepts können herausschmecken einzig positiv sorten tofu geben mariniern lecker wabellig fad quasi schlecht tofuklischee fleischesser immer bedienung unaufmerksam theke bezahlen,2
lecker lecker lecker begeistert laden unfassbar frisch köstlich schmecken suppe antun beide prima service freundlich gemächlich lässt ruhe bringen gut raum insgesamt karg essen machen wett einzig manko wahnsinnig hellhörig sobald musik gespräch mitlauschen nerven irgendwie vielleicht achter betreiber mal darauf zumindest musik laufen danken,4
wunderbares essen ganz fleisch fisch fischsauce kochen nie lecker vegetarisch gegessen kommen bringen freund,5
gut restaurant simpel einrichten gut preis lecker essen leider dauern lange bestellen essen kommen,4
gehen rein vegetarisch restaurant freundin überreden glück haben nie lecker restaurant entdecken herrlich frisch suppe nr chua kräuter gemüse tofu wüsste gern brühe extrem schmackhaft hinkriegen restaurant absolut empfehlen mittlerweile mindestens mal woche sein spitze,5
gut freundin issen vegetarisch mal zwiebeln knoblauch machen regel schwer essen gehen chay viet erzählen begeistern anfang fast tag hingehen mal ausprobieren finden richtig richtig gut topfrisch zubereitet gemüseauswahl reichhaltig shak träumch mittagsmenu klein suppe klar brühe wasserspinat ingwer reisgericht reis saisongemüse tofu geben banane milch joghurt sesam erdnuss shake nehmen essen shake beide reichlich gut satt werden brauchen wirklich groß portion echt empfehlen mann nachdem vorgeschwärmen karte mitbringen heute mal gespannt finden,5
außergewöhnlich lecker anderswo,5
einfach großartig manchmal getränknvergessen machen service sympathisch ne zeitlang fast tag essen kart gegess super super lecker empfehlen bitte machen behalten frisch qualität,5
chay viet absolut lieblingsvietnamese berlin gericht explosion of taste your mouth insbesondere gefüllt tofutasche reisbandnudelgericht angetan zutaten frisch geschmack mal auf neu überraschend tag essen gehen dauern manchmal gericht kommen eben slow food blick küche wagen fleißig köchinn zuschaut warten gerne essen mittags geben zwei gericht auswahl entweder vorspeisensuppe bananentapiocanachspeise euro klein wermutstropf einrichtung wenig rustikal schlicht ausgedehnt abend romantisch dates geeignet letzterer eignen gut hsi sing,5
laden groß geräumig essen kommen zügig kart gut strukturieren mixreis allerlei gemüse heiß portion riesig reis soßen beilage jedoch fallen tofu immer variation tofus chay village kennen vier schmecken pappsatt getränke ebenfalls exotisch günstig super preis leistung verhältnis,4
atmosphäre ok essen oberhammer wirklich lecker,4
essen authentisch vietnamesisch dritt bestellen speisen gezuckert tofu langweilig zusätzlich gewürz werden sri racha soße hinstellen fischsoße chili zitrone bedienung nett,3
schmecken echt toll empfehlenswert,5
super essen nett personal gut preis leistungsverhältnis einzig nachteil zubereitung lang dauern laden voll dennoch empfehlenswern,5
chay viet neu absolut lieblingsasiate schmackhaft frisch gericht liebevoll zubereitet ungewöhnlich geschmackserlebnisse etwa cha la lot mariniert tofu betelblätter hüllen chay viet soulkitchen klein urlaubsreise vie günstig hingehen,5
absolut empfehlenswern freundlich personal gut frisch essen echt leckere shakes woche geben sogar mittagsangebot mittagessen inkl nachspeise eur ansonsten bewegen preis essen eher zw eur besuch lohnen,5
mann loben wwer gerne vegetraich lecker essen möchten imchay viet genau richtig speisen immer frisch zubereitet essen schmecken,5
absolut lieblingsessen salat kräuter tofu seitan einfach toll hauptgericht glasnudel pilzen super bananenshake sesam runden ganz ab wundervoll gericht probieren nie überzeugen drei,5
mittagszeit besuchen rein vegetarisch vietnam restaurant chay viet einrichtung einfach wirklich besonderer mittags essen gehen reichen allemal geben vorderen bereich theke woran gang anschließen danach kommen nochmal weit sitzplätze platz geben genügend dahinter toilette ganz hinten küche einsehen küchenpersonal durchaus mal gäste grüßen selbstverständlichkeit bedienung stehen theke schlecht sehen gast wunsch signalisieren sagen gericht vegetarisch fast sogar vegan auswahl groß geschmacksverstärker verwenden glutenfrei kochen tofu stammen gentechnikfrei anbau ausnahmslos hauptspeisen übrigens tofu klar abbestellen trotzdem bedienung wahnsinnig nett wenig aufmerksam kommen zweimal her bestellung aufnehmen obwohl immer speisekart versunke klar weit vorspeis bestellt chai -- lot eur vietnamesisch nationalgericht mariniert tofu betelblätter einwickeln salat tofu schmecken recht gut zerfallen betelblätter recht gut nie gegess salat gut angemacht leicht scharf erfrischend reichlich frisch asiatisch kräuter hauptgericht bestellt tofu dafür mehr gemüse pho cary eur reisnudeln selbstgemachtem curry gewürze alt familienrezept kokosmilch frisch gemüse denken erst haben tofu bekommen daran befinden seitan übrigens herstellen stehen karte seitan toll gericht nix besonderer auberginenscheibe dick geschnitten ingesamt fad würzen nachwürzen verlangen bekommen lediglich sojasauce salz chili wär schlecht leider durchschnittlich schmackhaft gericht bei abtrag teller werden fragen essen zufrieden fazit ambiente bedienung naja essen vorspeise gut beginnen hauptgericht recht langweilig besuch abraten vielleicht wars ausrutscher,3
sehen letzter beitrag,3
empfehlung tontöpfch geschmort gefüllt tofutaschen reis dampf gegart gemüse absolut knüller gott gut nie woanders sehen,5
paradies freund leckerem gesund ess egal vegetarier vegan esser veganerin toll fast komplett speisekarte vegan gericht bestehen gerade hause gut asiatisch kochen schwer auswärt überzeugen endlich mal wow effekt -- wohl kochen gern nachkochen wissen gar lecker erlebnis bieten oft wirklich begeistert lohnen chay viet essen gehen essen unglaublich lecker dafür teuer getränk limetten drink frisch limettensaft verachten geben menge verschieden gericht gemüse tofu lecker suppe erst süßsaure suppe glasnudelgericht pilzen gemüse tofu mann reisgericht tofu seitan lecker pikant soße tomaten gemüse kräuter schön frisch zerkocht angebrannen außerdem chay viet kinderfreundlich jeglicher nachfrage werden sofort kinderstuhl bringen mitarbeiterinn erwachsenen unser tochter freundlich gar steril empfinden finden eigentlich ganz angenehm reizüberflutung geben kerze paar bild wänden deko pflanze schon außerdem restaurant mitsamt toiletten sauber hoffen vieler leute restaurant besuchen lange halten fall letzter mal,5
